C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00000.wav:['Mindtraveller', 'Falconer', 'Falconer', 2001]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00036.wav:['In-A-Gadda-Da-Vida', 'Slayer', 'Soundtrack To The Apocalypse', 2003]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00038.wav:['...And Justice For All', 'Metallica', '...And Justice For All', 1988]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00040.wav:['Stand Up And Shout', 'Dio', 'The Very Beast Of Dio', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00041.wav:['Gypsy', 'Dio', 'Holy Diver (Deluxe Edition)', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00042.wav:['Caught In The Middle', 'Dio', 'Holy Diver (Deluxe Edition)', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00043.wav:['Straight Through The Heart', 'Dio', 'The Very Beast Of Dio', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00044.wav:['Rainbow In The Dark', 'Dio', 'The Very Beast Of Dio', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00045.wav:['Shame On The Night', 'Dio', 'Holy Diver (Deluxe Edition)', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00058.wav:['Tie Your Mother Down', 'Queen', 'Live At Wembley `86', 1992]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00059.wav:['Tear It Up', 'Queen', 'Live At Wembley `86', 1992]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00060.wav:['We Will Rock You (Live)', 'Queen', 'Let Me Live (2010 Reissue)', 2010]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00061.wav:['Stand Up And Shout', 'Dio', 'The Very Beast Of Dio', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00062.wav:['Gypsy', 'Dio', 'Holy Diver (Deluxe Edition)', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00063.wav:['Caught In The Middle', 'Dio', 'Holy Diver (Deluxe Edition)', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00064.wav:['Straight Through The Heart', 'Dio', 'The Very Beast Of Dio', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00065.wav:['Rainbow In The Dark', 'Dio', 'The Very Beast Of Dio', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00066.wav:['Shame On The Night', 'Dio', 'Holy Diver (Deluxe Edition)', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00067.wav:['Big Gun', 'AC/DC', 'Backtracks', 2009]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00068.wav:['Breaking The Law', 'Judas Priest', 'Prisoner Of Pain', 1996]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00069.wav:['Black Sabbath - Paranoid', 'Time Life Music (CD Series)', 'Sounds Of The 70`s - Guitar Power', 1990]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00070.wav:['Highway To Hell', 'AC/DC', 'Greatests Hits (30th Anniversary Edition)', 2003]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00071.wav:['Pour Some Sugar On Me', 'Def Leppard', 'Vault: Def Leppard Greatest Hits (1980–1995)', 1995]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00073.wav:['The Memory Remains', 'Metallica', 'Reload', 1997]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00075.wav:['Until It Sleeps', 'Metallica', 'Load', 1996]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00076.wav:['Seek And Destroy', 'Metallica', 'Kill `Em All', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00077.wav:['Hell Patrol', 'Judas Priest', 'Painkiller (Bonus Tracks)', 1990]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00078.wav:['Prince Charming', 'Metallica', 'Reload', 1997]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00079.wav:['Photograph', 'Def Leppard', 'Pyromania', 1983]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00080.wav:['Rocket', 'Def Leppard', 'Vault: Def Leppard Greatest Hits (1980–1995)', 1995]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00081.wav:['Live And Let Die', 'Guns N` Roses', 'Greatest Hits', 2003]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00082.wav:['Welcome To The Jungle', 'Guns N` Roses', 'Greatest Hits', 2003]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00083.wav:['For Whom The Bell Tolls', 'Metallica', 'Ride The Lightning', 1984]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00084.wav:['Shock The Monkey', 'Coal Chamber', 'Chamber Music', 1999]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00086.wav:['You Give Love A Bad Name', 'Bon Jovi', 'Cross Road (The Best Of)', 1994]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00087.wav:['So What', 'Metallica', 'Garage Inc.', 1998]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00088.wav:['Twist Of Cain', 'Danzig', 'Danzig', 1988]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00089.wav:['Apokalips', 'Danzig', '6:66 Satan`s Child', 1999]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00090.wav:['Symptom Of The Universe', 'Black Sabbath', 'The Best Of Black Sabbath (Castle)', 2000]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00091.wav:['Black Sabbath - Sabbath Bloody Sabbath', 'The Legends of World Rock (CD Series)', '06 - Smoke On The Water', 2001]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00092.wav:['Run To The Hills', 'Iron Maiden', 'The First Ten Years [Box Set]', 1994]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00093.wav:['Phantom Of The Opera (Live) - 2', 'Iron Maiden', 'The First Ten Years [Box Set]', 1994]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00094.wav:['The Trooper', 'Iron Maiden', 'Ed Hunter', 1999]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00095.wav:['Bombtrack', 'Rage Against The Machine', 'Bombtrack', 1993]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00096.wav:['Killing In The Name', 'Rage Against The Machine', 'Rage Against The Machine', 1992]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00097.wav:['Rage Against The Machine - Wake Up', 'The Matrix Soundtracks', 'Soundtrack', 1999]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00098.wav:['Fistful Of Steel', 'Rage Against The Machine', 'Rage Against The Machine', 1992]
C:\Users\Wyndham\Desktop\Fall2019\CS6220\project\data\metal\metal.00099.wav:['Freedom', 'Rage Against The Machine', 'Rage Against The Machine', 1992]
